% Model,Untitled.mph
% Version,COMSOL 5.5.0.359
% Date,"Dec 4 2020, 22:43"
% Table,Table 2 - Global Evaluation 1
% v_f,E_m (GPa),G_m (GPa),E1_f (GPa),G12_f (GPa),loadcase,group.cp11,group.cp22,group.cp33,group.cp12,group.cp23,group.cp13,Resin Young's modulus (Pa),Resin shear modulus (Pa),"Fiber Young's modulus, 11 direction (Pa)","Fiber shear modulus, 12 direction (Pa)","Elasticity matrix, 11 component (N/m^2)","Elasticity matrix, 22 component (N/m^2)","Elasticity matrix, 44 component (N/m^2)"
0.17,5.630000000000001,2.42,84,24,1,1,0,0,0,0,0,5.63E9,2.42E9,8.4E10,2.4E10,1.8952082999860012E10,7.3612749949098E9,3.6887732619541154E9
0.56,9.370000000000001,2.01,80,10,1,1,0,0,0,0,0,9.37E9,2.0099999999999998E9,8.0E10,1.0E10,4.892252909482963E10,2.402071256196561E10,7.07884884624186E9
0.29,7.470000000000001,1.03,141,48,1,1,0,0,0,0,0,7.47E9,1030000000,1.41E11,4.8E10,4.619270953525091E10,1.2228218598346558E10,6.205614056795716E9
0.1,5.67,2.56,83,18,1,1,0,0,0,0,0,5.67E9,2.56E9,8.3E10,1.8E10,1.340153384738131E10,6.610124923493551E9,3.280289535448242E9
0.46,6.3100000000000005,3.3000000000000003,78,23,1,1,0,0,0,0,0,6.31E9,3.3E9,7.8E10,2.3E10,3.928698532744769E10,1.4021024954357143E10,6.579967535079472E9
0.73,6.6000000000000005,1.4100000000000001,70,30.000000000000004,1,1,0,0,0,0,0,6.6E9,1410000000,7.0E10,3.0E10,5.288187817813423E10,2.951389671484776E10,1.4263989534599646E10
0.37,6.220000000000001,2.09,98,45,1,1,0,0,0,0,0,6.22E9,2.0899999999999998E9,9.8E10,4.5E10,4.017817299675925E10,1.1773480049436655E10,6.085694349935931E9
0.25,8.57,4.59,103,42,1,1,0,0,0,0,0,8.57E9,4.59E9,1.03E11,4.2E10,3.2176896184437496E10,1.2711432335177055E10,6.480037228557826E9
0.59,9.91,1.9000000000000001,144,40,1,1,0,0,0,0,0,9.91E9,1900000000,1.44E11,4.0E10,8.902255814245749E10,3.1047925270768185E10,1.377024370431657E10
0.48,6.5,2.47,117.00000000000001,24,1,1,0,0,0,0,0,6.5E9,2.47E9,1.17E11,2.4E10,5.953933303916659E10,1.5851063338737848E10,7.0512106722379875E9
0.36,6.090000000000001,4.09,134,20,1,1,0,0,0,0,0,6.09E9,4.09E9,1.34E11,2.0E10,5.2137020966960464E10,1.1563220916341322E10,5.247710974712317E9
0.23,7.420000000000001,1.12,60.00000000000001,48,1,1,0,0,0,0,0,7.42E9,1120000000,6.0E10,4.8E10,1.9513090691197025E10,1.0352927394441086E10,5.532155466393042E9
0.17,6.920000000000001,2.1300000000000003,114,29.000000000000004,1,1,0,0,0,0,0,6.92E9,2130000000,1.14E11,2.9E10,2.512248369083769E10,9.076637957876099E9,4.528911443451368E9
0.19,8.1,2.9000000000000004,91,36,1,1,0,0,0,0,0,8.1E9,2.9E9,9.1E10,3.6E10,2.3850034116322437E10,1.082237500393032E10,5.497774677597807E9
0.48,8.41,4.45,107,41,1,1,0,0,0,0,0,8.41E9,4.45E9,1.07E11,4.1E10,5.573260494004781E10,1.9604198205863205E10,9.695462441980928E9
0.38,6.07,3.27,52,42,1,1,0,0,0,0,0,6.07E9,3.27E9,5.2E10,4.2E10,2.3523180540088192E10,1.0946967572964592E10,6.029985195210063E9
0.37,9.9,4.41,91,17,1,1,0,0,0,0,0,9.9E9,4.41E9,9.1E10,1.7E10,3.9906622679127106E10,1.7702253234268875E10,7.47907823419195E9
0.64,5.390000000000001,2.37,101,45,1,1,0,0,0,0,0,5.39E9,2.37E9,1.01E11,4.5E10,6.657998090006044E10,2.084370433654448E10,1.0538112688947279E10
0.66,5.9,1.02,76,24,1,1,0,0,0,0,0,5.9E9,1020000000,7.6E10,2.4E10,5.216581496533322E10,2.2155293221724197E10,9.747524090473516E9
0.46,7.590000000000001,4.260000000000001,104,19,1,1,0,0,0,0,0,7.59E9,4.26E9,1.04E11,1.9E10,5.193804233186666E10,1.7101966085581388E10,7.184824954550344E9
0.41,7.550000000000001,4.73,96,11,1,1,0,0,0,0,0,7.55E9,4.73E9,9.6E10,1.1E10,4.381404398318984E10,1.516867655358937E10,5.67327231192697E9
0.57,5.0600000000000005,3.2800000000000002,79,16,1,1,0,0,0,0,0,5.06E9,3.28E9,7.9E10,1.6E10,4.720551133522707E10,1.520118251226634E10,6.219204143357805E9
0.31,9.49,3.4200000000000004,69,6,1,1,0,0,0,0,0,9.49E9,3.42E9,6.9E10,6.0E9,2.793762812395787E10,1.4870346897128464E10,5.101527410737861E9
0.57,7.53,1.78,122.00000000000001,14,1,1,0,0,0,0,0,7.53E9,1780000000,1.22E11,1.4E10,7.277745309786362E10,2.2753887786901035E10,7.507463960198295E9
0.64,6.3100000000000005,4.79,76,17,1,1,0,0,0,0,0,6.31E9,4.79E9,7.6E10,1.7E10,5.091129451496701E10,2.1801891130659084E10,8.33612155180699E9
0.54,5.45,3.66,84,8,1,1,0,0,0,0,0,5.45E9,3.66E9,8.4E10,8.0E9,4.78667094724858E10,1.5080685689152851E10,4.713151562904243E9
0.41,8.03,1.61,54,15.000000000000002,1,1,0,0,0,0,0,8.029999999999999E9,1610000000,5.4E10,1.5E10,2.6877463003555927E10,1.4659516889066292E10,6.516874003207489E9
0.53,7.250000000000001,4.32,67,50,1,1,0,0,0,0,0,7.25E9,4.32E9,6.7E10,5.0E10,3.891728310953754E10,1.7784496832864887E10,9.974223402409555E9
0.43,9.850000000000001,1.62,143,29.000000000000004,1,1,0,0,0,0,0,9.85E9,1620000000,1.43E11,2.9E10,6.710378004887804E10,2.0947558030553967E10,9.284116528379602E9
0.12,8.81,2.46,142,40,1,1,0,0,0,0,0,8.81E9,2.46E9,1.42E11,4.0E10,2.4789769699072815E10,1.0627146536788969E10,5.343005689643839E9
0.4,8.600000000000001,2.3800000000000003,141,15.000000000000002,1,1,0,0,0,0,0,8.6E9,2.38E9,1.41E11,1.5E10,6.155933403745114E10,1.7374099555473724E10,6.758338831568959E9
0.57,6.19,1.7200000000000002,145,42,1,1,0,0,0,0,0,6.19E9,1720000000,1.45E11,4.2E10,8.531115808298022E10,1.980319996449098E10,9.387772508459558E9
0.12,6.960000000000001,4.13,74,18,1,1,0,0,0,0,0,6.96E9,4.13E9,7.4E10,1.8E10,1.5003274730397474E10,8.306514391880114E9,4.094588044210018E9
0.72,9.99,1.9100000000000001,135,48,1,1,0,0,0,0,0,9.99E9,1910000000,1.35E11,4.8E10,9.999690089669208E10,4.765782795172507E10,2.139307881553814E10
0.44,8.33,4.19,124.00000000000001,37,1,1,0,0,0,0,0,8.33E9,4.1900000000000005E9,1.24E11,3.7E10,5.922416002616664E10,1.8153634954169212E10,8.72109603294955E9
0.36,7.87,3.9600000000000004,64,37,1,1,0,0,0,0,0,7.87E9,3.96E9,6.4E10,3.7E10,2.8076545917771515E10,1.3602600737625362E10,7.177480438065724E9
0.27,5.73,3.9200000000000004,104,25,1,1,0,0,0,0,0,5.73E9,3.92E9,1.04E11,2.5E10,3.2262221341399994E10,9.014747361235573E9,4.431819690088377E9
0.36,7.970000000000001,2.83,53,12,1,1,0,0,0,0,0,7.97E9,2.83E9,5.3E10,1.2E10,2.418059616085255E10,1.3368674115081568E10,5.743373057060491E9
0.55,9.700000000000001,3.4400000000000004,141,50,1,1,0,0,0,0,0,9.7E9,3.44E9,1.41E11,5.0E10,8.191450539236884E10,2.730312386233828E10,1.3167071506614542E10
0.11,9.67,1.23,58.00000000000001,26,1,1,0,0,0,0,0,9.67E9,1230000000,5.8E10,2.6E10,1.4985292136239317E10,1.1136602889864313E10,5.625026741985811E9
0.66,6.04,4.99,114,41,1,1,0,0,0,0,0,6.04E9,4.99E9,1.14E11,4.1E10,7.729331503080348E10,2.514565312189327E10,1.195397944230215E10
0.25,8.1,1.6,109,22,1,1,0,0,0,0,0,8.1E9,1600000000,1.09E11,2.2E10,3.3324354795991123E10,1.2096274673376608E10,5.73715378294208E9
0.57,5.58,4.54,112,23,1,1,0,0,0,0,0,5.58E9,4.54E9,1.12E11,2.3E10,6.623898453113056E10,1.7466399601304935E10,7.4649589915625E9
0.48,6.98,2.5700000000000003,68,18,1,1,0,0,0,0,0,6.98E9,2.57E9,6.8E10,1.8E10,3.626923169895145E10,1.5561673413072525E10,6.874233193783433E9
0.37,7.800000000000001,2.04,150,23,1,1,0,0,0,0,0,7.8E9,2040000000,1.5E11,2.3E10,6.041333839735882E10,1.4990384802400282E10,6.690505090819203E9
0.07,9.51,4.11,139,44,1,1,0,0,0,0,0,9.51E9,4.1100000000000005E9,1.39E11,4.4E10,1.8572543438182343E10,1.0576064162728817E10,5.32325297573194E9
0.34,7.930000000000001,4.63,136,33,1,1,0,0,0,0,0,7.93E9,4.63E9,1.36E11,3.3E10,5.147268622231053E10,1.4226557728782782E10,6.864706398042734E9
0.4,5.300000000000001,3.1700000000000004,75,39,1,1,0,0,0,0,0,5.3E9,3.17E9,7.5E10,3.9E10,3.3179649430917652E10,1.0558494972405628E10,5.519244283704129E9
0.29,8.11,1.23,104,20,1,1,0,0,0,0,0,8.109999999999999E9,1230000000,1.04E11,2.0E10,3.5917388718845726E10,1.2966107971593155E10,5.987345709838121E9
0.21,9.120000000000001,3.5900000000000003,77,38,1,1,0,0,0,0,0,9.12E9,3.59E9,7.7E10,3.8E10,2.3373925875382954E10,1.2372937716109928E10,6.363193697935915E9
0.43,9.4,3.58,77,41,1,1,0,0,0,0,0,9.4E9,3.58E9,7.7E10,4.1E10,3.846763449377905E10,1.8431828769866055E10,9.625880604396162E9
0.11,8.19,2.39,107,32,1,1,0,0,0,0,0,8.189999999999999E9,2.39E9,1.07E11,3.2E10,1.9057039303003426E10,9.676884727024878E9,4.85654974649038E9
0.24,5.44,2.1,122.00000000000001,39,1,1,0,0,0,0,0,5.44E9,2100000000,1.22E11,3.9E10,3.3413684481782536E10,8.163796489394638E9,4.156530618726699E9
0.63,7.930000000000001,4.010000000000001,105,40,1,1,0,0,0,0,0,7.93E9,4.01E9,1.05E11,4.0E10,6.90836811484939E10,2.7333300086102898E10,1.3062124914488651E10
0.68,6.550000000000001,4.44,59.00000000000001,40,1,1,0,0,0,0,0,6.55E9,4.44E9,5.9E10,4.0E10,4.2215858629103935E10,2.315143498106602E10,1.3419272295577595E10
0.74,5.48,3.6500000000000004,135,27,1,1,0,0,0,0,0,5.48E9,3.65E9,1.35E11,2.7E10,1.0132456915386469E11,3.62814841110464E10,1.2860240153047913E10
0.45,9.09,4.800000000000001,139,41,1,1,0,0,0,0,0,9.09E9,4.8E9,1.39E11,4.1E10,6.754876490297568E10,2.0311759802749424E10,9.727982270336454E9
0.68,5.71,2.87,139,11,1,1,0,0,0,0,0,5.71E9,2.87E9,1.39E11,1.1E10,9.634684072658061E10,2.717470136256682E10,6.812284577538158E9
0.55,8.620000000000001,4.18,127.00000000000001,11,1,1,0,0,0,0,0,8.62E9,4.1799999999999995E9,1.27E11,1.1E10,7.372855404747414E10,2.4285171468985767E10,7.056585665556458E9
0.17,9.370000000000001,3.5100000000000002,81,36,1,1,0,0,0,0,0,9.37E9,3.51E9,8.1E10,3.6E10,2.154635328824486E10,1.196937372981191E10,6.09610046484739E9
0.43,7.800000000000001,3.87,141,9,1,1,0,0,0,0,0,7.8E9,3.87E9,1.41E11,9.0E9,6.5075279745716995E10,1.6961494455082695E10,5.500777259188922E9
0.58,6.5,4.7700000000000005,66,36,1,1,0,0,0,0,0,6.5E9,4.77E9,6.6E10,3.6E10,4.100976363963844E10,1.82920503187696E10,9.650863910156475E9
0.34,6.3100000000000005,1.4700000000000002,71,16,1,1,0,0,0,0,0,6.31E9,1470000000,7.1E10,1.6E10,2.830403741769233E10,1.0930774146873075E10,5.0231323927932205E9
0.22,7.390000000000001,3.08,119.00000000000001,49,1,1,0,0,0,0,0,7.39E9,3.08E9,1.19E11,4.9E10,3.194269426389478E10,1.056041275897603E10,5.420227809471864E9
0.12,7.930000000000001,2.3400000000000003,70,33,1,1,0,0,0,0,0,7.93E9,2.34E9,7.0E10,3.3E10,1.5376987899883638E10,9.406103551890497E9,4.790546987773898E9
0.41,6.050000000000001,2.85,89,12,1,1,0,0,0,0,0,6.05E9,2.85E9,8.9E10,1.2E10,4.005907234024819E10,1.2351259913154358E10,4.995433172922185E9
0.36,6.37,4.470000000000001,52,18,1,1,0,0,0,0,0,6.37E9,4.47E9,5.2E10,1.8E10,2.2796593445878E10,1.1015287599975779E10,5.335631572151807E9
0.38,5.28,4.1,104,25,1,1,0,0,0,0,0,5.28E9,4.0999999999999995E9,1.04E11,2.5E10,4.279312828592206E10,1.0380417318114874E10,4.998054026762749E9
0.63,5.32,3.81,127.00000000000001,19,1,1,0,0,0,0,0,5.32E9,3.81E9,1.27E11,1.9E10,8.197787494259387E10,2.074208924021639E10,7.752829395276341E9
0.07,6.54,1.3800000000000001,103,34,1,1,0,0,0,0,0,6.54E9,1380000000,1.03E11,3.4E10,1.3290891499854252E10,7.279990164221006E9,3.670883980415691E9
0.68,8.64,1.04,77,27,1,1,0,0,0,0,0,8.64E9,1040000000,7.7E10,2.7E10,5.512461574520058E10,3.0314568727058407E10,1.3342755017012016E10
0.61,7.920000000000001,2.44,63.00000000000001,29.000000000000004,1,1,0,0,0,0,0,7.92E9,2.44E9,6.3E10,2.9E10,4.151856988000291E10,2.2298901738583096E10,1.1135348588148127E10
0.55,6.73,1.7000000000000002,109,47,1,1,0,0,0,0,0,6.73E9,1700000000,1.09E11,4.7E10,6.297811474966419E10,1.9293980817620304E10,9.751342260063654E9
0.3,5.050000000000001,2.6100000000000003,116.00000000000001,31.000000000000004,1,1,0,0,0,0,0,5.05E9,2.61E9,1.16E11,3.1E10,3.833414863203926E10,8.508518587007691E9,4.2560859174187293E9
0.08,7.62,4.760000000000001,79,22,1,1,0,0,0,0,0,7.62E9,4.76E9,7.9E10,2.2E10,1.3329293372212576E10,8.5557794061509905E9,4.2655477025761275E9
0.6,9.76,3.83,78,27,1,1,0,0,0,0,0,9.76E9,3.83E9,7.8E10,2.7E10,5.07037195711766E10,2.6880068334170162E10,1.208146139794431E10
0.58,9.850000000000001,3.7500000000000004,53,20,1,1,0,0,0,0,0,9.85E9,3.75E9,5.3E10,2.0E10,3.487682858929229E10,2.275694377723833E10,1.0354780900493616E10
0.5,5.140000000000001,3.33,105,12,1,1,0,0,0,0,0,5.14E9,3.33E9,1.05E11,1.2E10,5.506965801525811E10,1.334734840479377E10,5.058887876175492E9
0.45,5.95,1.85,99,45,1,1,0,0,0,0,0,5.95E9,1850000000,9.9E10,4.5E10,4.782197348166708E10,1.342279164401085E10,6.909644289916162E9
0.72,8.520000000000001,4,81,35,1,1,0,0,0,0,0,8.52E9,4.0E9,8.1E10,3.5E10,6.070542658210922E10,3.4886009558528824E10,1.6867946668276886E10
0.35,5.48,2.1400000000000006,92,11,1,1,0,0,0,0,0,5.48E9,2.1400000000000002E9,9.2E10,1.1E10,3.576161921374257E10,1.0013220375050785E10,4.2034787772685356E9
0.67,8.870000000000001,3.81,67,16,1,1,0,0,0,0,0,8.87E9,3.81E9,6.7E10,1.6E10,4.78169455813768E10,2.8250472401091244E10,1.0036316201331009E10
0.12,7.0600000000000005,2.35,79,30.000000000000004,1,1,0,0,0,0,0,7.06E9,2.35E9,7.9E10,3.0E10,1.569116331220342E10,8.438747496889992E9,4.2690818442088814E9
0.6,7.82,3.0300000000000002,52,45,1,1,0,0,0,0,0,7.82E9,3.03E9,5.2E10,4.5E10,3.4327818447210327E10,2.028902923226459E10,1.2346776550644613E10
0.55,7.66,1.1600000000000001,113,23,1,1,0,0,0,0,0,7.66E9,1160000000,1.13E11,2.3E10,6.559660317905869E10,2.1604349923137463E10,8.91004819655583E9
0.48,6.04,2.47,128,22,1,1,0,0,0,0,0,6.04E9,2.47E9,1.28E11,2.2E10,6.458006386207373E10,1.49844809011463E10,6.530713306545975E9
0.5,6.130000000000001,2.62,69,12,1,1,0,0,0,0,0,6.13E9,2.62E9,6.9E10,1.2E10,3.756478469655395E10,1.4634671717299854E10,5.674325367683767E9
0.66,8.65,4.5200000000000005,130,24,1,1,0,0,0,0,0,8.65E9,4.52E9,1.3E11,2.4E10,8.874067968373091E10,3.3886940931352924E10,1.2062984560955696E10
0.66,9.58,1.4500000000000002,82,10,1,1,0,0,0,0,0,9.58E9,1450000000,8.2E10,1.0E10,5.7377008839511116E10,3.1166332961161304E10,7.719952565698728E9
0.07,6.25,2.27,111,36,1,1,0,0,0,0,0,6.25E9,2.27E9,1.11E11,3.6E10,1.3581079037680914E10,6.966854567226589E9,3.5158818681480284E9
0.19,6.3100000000000005,2.52,62.00000000000001,32,1,1,0,0,0,0,0,6.31E9,2.52E9,6.2E10,3.2E10,1.6890451154889915E10,8.372964234705292E9,4.320980398410316E9
0.39,8.84,4.91,91,35,1,1,0,0,0,0,0,8.84E9,4.91E9,9.1E10,3.5E10,4.088199709063965E10,1.6645633297129778E10,8.278571867235498E9
0.11,7.010000000000001,4.99,93,37,1,1,0,0,0,0,0,7.01E9,4.99E9,9.3E10,3.7E10,1.646710671182137E10,8.285596409859798E9,4.2067962895847793E9
0.24,7.86,4.38,86,49,1,1,0,0,0,0,0,7.86E9,4.38E9,8.6E10,4.9E10,2.6613120339804848E10,1.1392266531679152E10,5.951158474296035E9
0.68,7.840000000000001,4.010000000000001,94,6,1,1,0,0,0,0,0,7.84E9,4.01E9,9.4E10,6.0E9,6.6428567762755844E10,3.0476915214677437E10,5.228162417593047E9
0.38,9.39,3.9800000000000004,73,10,1,1,0,0,0,0,0,9.39E9,3.98E9,7.3E10,1.0E10,3.3561496052006157E10,1.668964618094983E10,6.189438365656036E9
0.09,8.75,2.7600000000000002,54,11,1,1,0,0,0,0,0,8.75E9,2.76E9,5.4E10,1.1E10,1.282172791175809E10,9.8248963134112E9,4.728098754468962E9
0.57,6.61,4.34,53,15.000000000000002,1,1,0,0,0,0,0,6.61E9,4.34E9,5.3E10,1.5E10,3.305211889421341E10,1.704253934233485E10,7.172186844024751E9
0.34,7.41,3.1,126.00000000000001,33,1,1,0,0,0,0,0,7.41E9,3.1E9,1.26E11,3.3E10,4.7729568670171074E10,1.3285858811632776E10,6.474815595185099E9
0.65,8.82,1.21,74,47,1,1,0,0,0,0,0,8.82E9,1210000000,7.4E10,4.7E10,5.118670982690586E10,2.7924307238088757E10,1.565569000765019E10
0.06,9.780000000000001,3.1300000000000003,94,13,1,1,0,0,0,0,0,9.78E9,3.13E9,9.4E10,1.3E10,1.4832220711672192E10,1.0648889403100636E10,5.163537520022132E9
0.32,8.53,2.2600000000000002,121.00000000000001,18,1,1,0,0,0,0,0,8.529999999999999E9,2.26E9,1.21E11,1.8E10,4.451947941240129E10,1.4522151836192705E10,6.366350752725948E9
0.3,9.76,4.5600000000000005,79,34,1,1,0,0,0,0,0,9.76E9,4.56E9,7.9E10,3.4E10,3.0531468708372757E10,1.5236448469722769E10,7.713794282690735E9
0.52,5.7,1.53,94,30.000000000000004,1,1,0,0,0,0,0,5.7E9,1530000000,9.4E10,3.0E10,5.161568551620095E10,1.5162166438664192E10,7.265579656726338E9
0.29,9.620000000000001,3.6,140,14,1,1,0,0,0,0,0,9.62E9,3.6E9,1.4E11,1.4E10,4.742923285122058E10,1.5513091854573122E10,6.39901289591696E9
0.74,7.180000000000001,1.48,96,5,1,1,0,0,0,0,0,7.18E9,1480000000,9.6E10,5.0E9,7.290664169338353E10,3.6456308595191444E10,4.585562743368713E9
0.11,8.850000000000001,4.27,60.00000000000001,6,1,1,0,0,0,0,0,8.85E9,4.2699999999999995E9,6.0E10,6.0E9,1.4475433205613428E10,1.0245133697991962E10,4.574548656425792E9
0.25,7.82,4.61,99,43,1,1,0,0,0,0,0,7.82E9,4.61E9,9.9E10,4.3E10,3.0614416966764645E10,1.1636324106616144E10,5.970360572457166E9
0.08,8.860000000000001,1.34,140,20,1,1,0,0,0,0,0,8.86E9,1340000000,1.4E11,2.0E10,1.9349166710883465E10,1.0019495308114206E10,4.906237555793109E9
0.3,5.75,2.44,74,23,1,1,0,0,0,0,0,5.75E9,2.44E9,7.4E10,2.3E10,2.6224476295134148E10,9.36396511779713E9,4.628547603025539E9
0.29,7.680000000000001,4.61,110,42,1,1,0,0,0,0,0,7.68E9,4.61E9,1.1E11,4.2E10,3.735204104241123E10,1.2372254087337276E10,6.289143105818752E9
0.45,8.860000000000001,4.1,140,45,1,1,0,0,0,0,0,8.86E9,4.0999999999999995E9,1.4E11,4.5E10,6.7872257944658356E10,1.987253302332609E10,9.689900315925007E9
0.22,6.2700000000000005,3.4200000000000004,58.00000000000001,13,1,1,0,0,0,0,0,6.27E9,3.42E9,5.8E10,1.3E10,1.7649902093303146E10,8.69588807209271E9,4.109811562339939E9
0.46,6.03,2.64,96,48,1,1,0,0,0,0,0,6.03E9,2.64E9,9.6E10,4.8E10,4.7415679597606476E10,1.3845549838346474E10,7.205923508750237E9
0.11,9.71,3.4600000000000004,59.00000000000001,17,1,1,0,0,0,0,0,9.71E9,3.46E9,5.9E10,1.7E10,1.5130872086557144E10,1.118905775796883E10,5.487347165419871E9
0.38,5.880000000000001,2.4000000000000004,57,49,1,1,0,0,0,0,0,5.88E9,2.4E9,5.7E10,4.9E10,2.5305355741583977E10,1.0783923947091599E10,5.951751147547665E9
0.25,5.08,3.5700000000000003,69,25,1,1,0,0,0,0,0,5.08E9,3.57E9,6.9E10,2.5E10,2.105959127295991E10,7.590389621045856E9,3.8425455214880376E9
0.31,6.75,2.21,60.00000000000001,35,1,1,0,0,0,0,0,6.75E9,2.21E9,6.0E10,3.5E10,2.325707778549292E10,1.0823918023910767E10,5.6973415131588955E9
0.72,6.83,3.54,97,29.000000000000004,1,1,0,0,0,0,0,6.83E9,3.54E9,9.7E10,2.9E10,7.175218425590475E10,3.3187273550794083E10,1.375324892469649E10
0.34,5.75,4.34,116.00000000000001,14,1,1,0,0,0,0,0,5.75E9,4.34E9,1.16E11,1.4E10,4.323404115853492E10,1.0423384402739508E10,4.540134810903026E9
0.7,8.83,2.27,96,9,1,1,0,0,0,0,0,8.83E9,2.27E9,9.6E10,9.0E9,6.984874146414133E10,3.541280960165039E10,7.224309429124159E9
0.47,9.59,4.7700000000000005,84,16,1,1,0,0,0,0,0,9.59E9,4.77E9,8.4E10,1.6E10,4.456226023443298E10,2.0537276854509144E10,8.066448502827304E9
0.31,9.350000000000001,2.19,150,23,1,1,0,0,0,0,0,9.35E9,2.19E9,1.5E11,2.3E10,5.2950384730348976E10,1.575294611584618E10,7.09386139407334E9
0.59,6.3100000000000005,4.95,54,18,1,1,0,0,0,0,0,6.31E9,4.95E9,5.4E10,1.8E10,3.444690728650108E10,1.734116933270208E10,7.759320679698141E9
0.49,5.180000000000001,1.6700000000000002,67,48,1,1,0,0,0,0,0,5.18E9,1670000000,6.7E10,4.8E10,3.547159253156048E10,1.2382428399135855E10,6.764064782851827E9
0.11,6.970000000000001,4.46,87,43,1,1,0,0,0,0,0,6.97E9,4.46E9,8.7E10,4.3E10,1.5771631038239092E10,8.226482890823589E9,4.2043334955134954E9
0.08,7.91,4.430000000000001,117.00000000000001,30.000000000000004,1,1,0,0,0,0,0,7.91E9,4.43E9,1.17E11,3.0E10,1.663550870355171E10,8.936651736385736E9,4.472442384765993E9
0.67,6.260000000000001,4.3100000000000005,149,34,1,1,0,0,0,0,0,6.26E9,4.31E9,1.49E11,3.4E10,1.0189542081756824E11,2.8525798306355858E10,1.1894485593398684E10
0.33,9.75,2.06,149,47,1,1,0,0,0,0,0,9.75E9,2060000000,1.49E11,4.7E10,5.5701324629788506E10,1.7013130394790537E10,8.4563180269433775E9
0.74,6.220000000000001,4.37,124.00000000000001,15.000000000000002,1,1,0,0,0,0,0,6.22E9,4.37E9,1.24E11,1.5E10,9.337699007777599E10,3.780593392184456E10,9.524690989938875E9
0.1,6.5,3.89,125.00000000000001,5,1,1,0,0,0,0,0,6.5E9,3.89E9,1.25E11,5.0E9,1.8347752778004887E10,7.6126433725038E9,3.390863722213377E9
0.38,8.21,1.3800000000000001,131,21,1,1,0,0,0,0,0,8.210000000000001E9,1380000000,1.31E11,2.1E10,5.486961326609119E10,1.5875382100956795E10,6.9371833252887125E9
0.07,8.58,4.98,71,20,1,1,0,0,0,0,0,8.58E9,4.98E9,7.1E10,2.0E10,1.2948553268517828E10,9.450470210412067E9,4.697082858569969E9
0.59,8.22,1.23,65,13,1,1,0,0,0,0,0,8.220000000000001E9,1230000000,6.5E10,1.3E10,4.1719970552282394E10,2.203847337269138E10,7.797736412023548E9
0.08,7.340000000000001,1.62,139,10,1,1,0,0,0,0,0,7.34E9,1620000000,1.39E11,1.0E10,1.787075844429214E10,8.320003637516521E9,3.9524476894049764E9
0.68,5,3.7,106,26,1,1,0,0,0,0,0,5.0E9,3.7E9,1.06E11,2.6E10,7.367972776661134E10,2.315701830837461E10,9.65263147299212E9
0.27,5.890000000000001,2.3200000000000003,121.00000000000001,15.000000000000002,1,1,0,0,0,0,0,5.89E9,2.32E9,1.21E11,1.5E10,3.696890501665644E10,9.319162409866426E9,4.25136345742916E9
0.27,6.73,1.58,113,17,1,1,0,0,0,0,0,6.73E9,1580000000,1.13E11,1.7E10,3.542216607837171E10,1.0546644171987179E10,4.851573276780349E9
0.63,5.82,1.78,80,19,1,1,0,0,0,0,0,5.82E9,1780000000,8.0E10,1.9E10,5.2553079914071754E10,2.0227693830524303E10,8.18360472517003E9
0.56,9.700000000000001,3.04,111,36,1,1,0,0,0,0,0,9.7E9,3.04E9,1.11E11,3.6E10,6.642761146409894E10,2.671591069438233E10,1.231038140464892E10
0.45,9.450000000000001,1.27,139,47,1,1,0,0,0,0,0,9.45E9,1270000000,1.39E11,4.7E10,6.774676694324604E10,2.1020712172537853E10,1.0296997322689903E10
0.23,6.550000000000001,4.71,85,17,1,1,0,0,0,0,0,6.55E9,4.71E9,8.5E10,1.7E10,2.4593038486515934E10,9.427738789613918E9,4.483636629521591E9
0.4,9.8,3.02,136,48,1,1,0,0,0,0,0,9.8E9,3.02E9,1.36E11,4.8E10,6.0279365247909676E10,1.9482992631706585E10,9.675234026746956E9
0.09,7.800000000000001,2.04,114,48,1,1,0,0,0,0,0,7.8E9,2040000000,1.14E11,4.8E10,1.7356187967338196E10,8.950352291524248E9,4.546330227450533E9
0.36,9.24,3.49,82,32,1,1,0,0,0,0,0,9.24E9,3.49E9,8.2E10,3.2E10,3.5433270636489944E10,1.615688419982635E10,8.036796333088305E9
0.41,6.49,3.2600000000000002,100,5,1,1,0,0,0,0,0,6.49E9,3.26E9,1.0E11,5.0E9,4.48286178799483E10,1.3309888041554962E10,3.865814383518481E9
0.47,8.09,3.6900000000000004,89,29.000000000000004,1,1,0,0,0,0,0,8.09E9,3.69E9,8.9E10,2.9E10,4.6117221824430626E10,1.8040387788595673E10,8.556385106010142E9
0.66,8.51,3.2,90,31.000000000000004,1,1,0,0,0,0,0,8.51E9,3.2E9,9.0E10,3.1E10,6.229318490101039E10,3.0006438143140583E10,1.3429131143340715E10
0.63,8.54,2.45,57,45,1,1,0,0,0,0,0,8.539999999999999E9,2.45E9,5.7E10,4.5E10,3.906959090149578E10,2.36551921270969E10,1.4262709472759123E10
0.53,6.32,2.64,116.00000000000001,49,1,1,0,0,0,0,0,6.32E9,2.64E9,1.16E11,4.9E10,6.44500018602588E10,1.7507808367535694E10,8.872326833678095E9
0.35,6,2.6500000000000004,50,30.000000000000004,1,1,0,0,0,0,0,6.0E9,2.65E9,5.0E10,3.0E10,2.1399806359216835E10,1.0226328688699282E10,5.418371421598629E9
